timestamp,vehicle_id,vehicle_type,latitude,longitude,speed_kmh,acceleration_m_s2,road_id,intersection_id,direction,source_name
1718002652,TN01_V_0124,auto_rickshaw,13.007399,80.201886,34.49,1.35,RD_2003,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000152,TN01_V_0125,car,13.051395,80.252438,23.23,-0.1,RD_2002,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002405,TN01_V_0126,auto_rickshaw,13.033564,80.230139,31.58,-0.15,RD_2003,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002827,TN01_V_0127,two_wheeler,13.035720,80.232535,34.36,1.34,RD_2003,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002230,TN01_V_0128,auto_rickshaw,13.010274,80.213302,42.87,-0.93,RD_2006,INT_1002,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002714,TN01_V_0129,auto_rickshaw,13.006293,80.200759,16.84,1.09,RD_2004,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000281,TN01_V_0130,two_wheeler,13.050658,80.252684,14.3,-0.3,RD_2002,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001135,TN01_V_0131,truck,13.010846,80.212752,20.77,0.89,RD_2005,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001467,TN01_V_0132,two_wheeler,13.010661,80.212694,16.4,1.14,RD_2002,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003054,TN01_V_0133,two_wheeler,13.041795,80.240197,14.36,0.8,RD_2005,INT_1005,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002978,TN01_V_0134,car,13.034893,80.230648,33.58,0.02,RD_2002,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002810,TN01_V_0135,truck,13.023032,80.222856,14.66,0.09,RD_2004,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000516,TN01_V_0136,car,13.035950,80.230974,44.42,-0.33,RD_2002,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001858,TN01_V_0137,auto_rickshaw,13.043032,80.241693,24.04,1.49,RD_2005,INT_1005,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001761,TN01_V_0138,truck,13.042221,80.242672,16.56,0.57,RD_2005,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001280,TN01_V_0139,bus,13.010155,80.212810,26.65,0.77,RD_2003,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001768,TN01_V_0140,auto_rickshaw,13.025014,80.221747,29.34,-0.95,RD_2001,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002744,TN01_V_0141,car,13.051055,80.252047,32.25,0.38,RD_2005,INT_1006,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001178,TN01_V_0142,car,13.034514,80.231861,39.14,1.14,RD_2006,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001434,TN01_V_0143,truck,13.022607,80.221312,20.05,0.57,RD_2002,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002494,TN01_V_0144,truck,13.021660,80.220114,20.53,-0.04,RD_2005,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003562,TN01_V_0145,auto_rickshaw,13.005422,80.202811,23.47,-0.28,RD_2001,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001540,TN01_V_0146,two_wheeler,13.043129,80.239778,38.8,1.42,RD_2001,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000215,TN01_V_0147,bus,13.034464,80.230680,38.12,0.9,RD_2005,INT_1004,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002486,TN01_V_0148,two_wheeler,13.011518,80.209699,15.4,-0.0,RD_2004,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002158,TN01_V_0149,bus,13.034193,80.232220,16.54,-0.04,RD_2003,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003130,TN01_V_0150,auto_rickshaw,13.005582,80.203938,14.44,-0.65,RD_2002,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002049,TN01_V_0151,auto_rickshaw,13.022512,80.219031,39.02,-0.73,RD_2004,INT_1003,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000318,TN01_V_0152,truck,13.051325,80.249088,43.09,-1.09,RD_2001,INT_1006,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001330,TN01_V_0153,auto_rickshaw,13.042217,80.241118,35.23,-0.42,RD_2004,INT_1005,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001784,TN01_V_0154,two_wheeler,13.042340,80.242258,25.35,-0.02,RD_2001,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000312,TN01_V_0155,truck,13.035196,80.230783,23.51,-0.28,RD_2003,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000967,TN01_V_0156,truck,13.048556,80.250840,44.66,-0.26,RD_2006,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003165,TN01_V_0157,car,13.009524,80.210194,17.93,0.85,RD_2001,INT_1002,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718003539,TN01_V_0158,bus,13.036118,80.232240,28.44,1.3,RD_2005,INT_1004,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001441,TN01_V_0159,auto_rickshaw,13.010259,80.211376,34.91,0.95,RD_2005,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002519,TN01_V_0160,truck,13.005942,80.201808,14.52,1.05,RD_2001,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003317,TN01_V_0161,truck,13.042038,80.241821,46.38,0.8,RD_2001,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003321,TN01_V_0162,truck,13.048853,80.251220,30.3,1.39,RD_2004,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001490,TN01_V_0163,auto_rickshaw,13.048437,80.251385,13.89,0.71,RD_2004,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000269,TN01_V_0164,auto_rickshaw,13.022750,80.222098,36.6,-1.06,RD_2006,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718001365,TN01_V_0165,auto_rickshaw,13.006932,80.201546,21.45,1.1,RD_2005,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000528,TN01_V_0166,car,13.043154,80.243167,23.51,0.57,RD_2006,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002646,TN01_V_0167,truck,13.051852,80.250038,25.87,0.94,RD_2002,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718000927,TN01_V_0168,bus,13.041947,80.240950,18.9,-0.62,RD_2004,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002711,TN01_V_0169,two_wheeler,13.008809,80.212878,16.09,0.88,RD_2006,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718002953,TN01_V_0170,auto_rickshaw,13.041024,80.241007,18.26,1.04,RD_2005,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718000958,TN01_V_0171,bus,13.006343,80.202705,20.93,-0.0,RD_2003,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718001891,TN01_V_0172,truck,13.009738,80.212734,29.15,1.05,RD_2003,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718003575,TN01_V_0173,auto_rickshaw,13.035112,80.230875,18.25,-0.66,RD_2005,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001167,TN01_V_0174,auto_rickshaw,13.007265,80.203496,32.19,-0.92,RD_2005,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001431,TN01_V_0175,car,13.009591,80.213121,17.73,-0.02,RD_2002,INT_1002,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000115,TN01_V_0176,car,13.033313,80.231208,20.87,1.49,RD_2003,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002851,TN01_V_0177,auto_rickshaw,13.008057,80.202600,40.59,-0.83,RD_2003,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002247,TN01_V_0178,two_wheeler,13.049976,80.251261,44.66,-1.15,RD_2002,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002617,TN01_V_0179,truck,13.042193,80.242605,20.94,-0.87,RD_2002,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002943,TN01_V_0180,truck,13.033351,80.232547,30.24,0.25,RD_2006,INT_1004,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002144,TN01_V_0181,two_wheeler,13.022917,80.221459,21.04,-0.08,RD_2006,INT_1003,NORTHBOUND,SPT_Chennai_UAV_Dataset
